,Predicción,Province,Sector
2047-12-31,2.269952322101593,Northwest Territories,Commercial
2048-12-31,2.365058225440979,Northwest Territories,Commercial
2049-12-31,2.4606569684982302,Northwest Territories,Commercial
2050-12-31,2.5558911155700685,Northwest Territories,Commercial
2051-12-31,2.6498707983970644,Northwest Territories,Commercial
2024-12-31,0.08200948626995087,Northwest Territories,Industrial
2025-12-31,0.08497885186672212,Northwest Territories,Industrial
2026-12-31,0.08827862627506257,Northwest Territories,Industrial
2027-12-31,0.09181402702331544,Northwest Territories,Industrial
2028-12-31,0.09548757226467133,Northwest Territories,Industrial
2029-12-31,0.09921202189922333,Northwest Territories,Industrial
2030-12-31,0.10310200012922288,Northwest Territories,Industrial
2031-12-31,0.10712305684089662,Northwest Territories,Industrial
2032-12-31,0.11127719010114671,Northwest Territories,Industrial
2033-12-31,0.11557106895446778,Northwest Territories,Industrial
2034-12-31,0.12001032371520998,Northwest Territories,Industrial
2035-12-31,0.12459587402343751,Northwest Territories,Industrial
2036-12-31,0.12933114041090013,Northwest Territories,Industrial
2037-12-31,0.13421908028125765,Northwest Territories,Industrial
2038-12-31,0.13926206881999972,Northwest Territories,Industrial
2039-12-31,0.14446167404651644,Northwest Territories,Industrial
2040-12-31,0.1498197352409363,Northwest Territories,Industrial
2041-12-31,0.1553367155313492,Northwest Territories,Industrial
2042-12-31,0.1610131574392319,Northwest Territories,Industrial
2043-12-31,0.16684842581748965,Northwest Territories,Industrial
2044-12-31,0.17284142239093783,Northwest Territories,Industrial
2045-12-31,0.17898991091251376,Northwest Territories,Industrial
2046-12-31,0.18529082150459292,Northwest Territories,Industrial
2047-12-31,0.191740158033371,Northwest Territories,Industrial
2048-12-31,0.19833254821300508,Northwest Territories,Industrial
2049-12-31,0.20506197137832644,Northwest Territories,Industrial
2050-12-31,0.21192067344188692,Northwest Territories,Industrial
2051-12-31,0.21890010638237004,Northwest Territories,Industrial
2024-12-31,0.48436931374073033,Northwest Territories,Residential
2025-12-31,0.48895741835832596,Northwest Territories,Residential
2026-12-31,0.49342939552068715,Northwest Territories,Residential
2027-12-31,0.4978816566705704,Northwest Territories,Residential
2028-12-31,0.5023797990083695,Northwest Territories,Residential
2029-12-31,0.5070232530355454,Northwest Territories,Residential
2030-12-31,0.5121937666773796,Northwest Territories,Residential
2031-12-31,0.517553687274456,Northwest Territories,Residential
2032-12-31,0.523157187795639,Northwest Territories,Residential
2033-12-31,0.5290446924448013,Northwest Territories,Residential
2034-12-31,0.535249113214016,Northwest Territories,Residential
2035-12-31,0.5417944750070572,Northwest Territories,Residential
2036-12-31,0.5486683897614479,Northwest Territories,Residential
2037-12-31,0.5558961580395699,Northwest Territories,Residential
2038-12-31,0.5634983179450035,Northwest Territories,Residential
2039-12-31,0.5714934940934181,Northwest Territories,Residential
2040-12-31,0.5798982416987419,Northwest Territories,Residential
2041-12-31,0.5887286624073983,Northwest Territories,Residential
2042-12-31,0.5980036359667779,Northwest Territories,Residential
2043-12-31,0.6077410074234009,Northwest Territories,Residential
2044-12-31,0.6179571619033813,Northwest Territories,Residential
2045-12-31,0.6286678183555603,Northwest Territories,Residential
2046-12-31,0.6398873775482178,Northwest Territories,Residential
2047-12-31,0.6516285677194595,Northwest Territories,Residential
2048-12-31,0.6639017075300216,Northwest Territories,Residential
2049-12-31,0.6767142524957657,Northwest Territories,Residential
2050-12-31,0.6900701146364212,Northwest Territories,Residential
2051-12-31,0.7039685002088547,Northwest Territories,Residential
2024-12-31,15.459366424512861,Nova Scotia,Commercial
2025-12-31,15.382426779198646,Nova Scotia,Commercial
2026-12-31,15.339717696046828,Nova Scotia,Commercial
2027-12-31,15.32702711970806,Nova Scotia,Commercial
2028-12-31,15.581590906190872,Nova Scotia,Commercial
2029-12-31,15.790270843935012,Nova Scotia,Commercial
2030-12-31,15.90363892765045,Nova Scotia,Commercial
2031-12-31,16.025576881742477,Nova Scotia,Commercial
2032-12-31,16.15239079656601,Nova Scotia,Commercial
2033-12-31,16.281131534528733,Nova Scotia,Commercial
2034-12-31,16.39914346168041,Nova Scotia,Commercial
2035-12-31,16.50908968720436,Nova Scotia,Commercial
2036-12-31,16.615429359054563,Nova Scotia,Commercial
2037-12-31,16.71753501176834,Nova Scotia,Commercial
2038-12-31,16.815066705822943,Nova Scotia,Commercial
2039-12-31,16.90788716754913,Nova Scotia,Commercial
2040-12-31,16.996467120838165,Nova Scotia,Commercial
2041-12-31,17.081113060355186,Nova Scotia,Commercial
2042-12-31,17.161927317380904,Nova Scotia,Commercial
2043-12-31,17.23905415406227,Nova Scotia,Commercial
2044-12-31,17.312667283988,Nova Scotia,Commercial
2045-12-31,17.382926443791387,Nova Scotia,Commercial
2046-12-31,17.449984381628035,Nova Scotia,Commercial
2047-12-31,17.513987356352803,Nova Scotia,Commercial
2048-12-31,17.575057666325566,Nova Scotia,Commercial
2049-12-31,17.63334057204723,Nova Scotia,Commercial
2050-12-31,17.68895338010788,Nova Scotia,Commercial
2051-12-31,17.742024878168106,Nova Scotia,Commercial
2024-12-31,7.730262403279543,Nova Scotia,Industrial
2025-12-31,7.65559513258636,Nova Scotia,Industrial
2026-12-31,7.773117100444436,Nova Scotia,Industrial
2027-12-31,8.074117959183454,Nova Scotia,Industrial
2028-12-31,8.246752839267254,Nova Scotia,Industrial
2029-12-31,8.413844071048498,Nova Scotia,Industrial
2030-12-31,8.560996265137195,Nova Scotia,Industrial
2031-12-31,8.668104141914844,Nova Scotia,Industrial
2032-12-31,8.73946095651388,Nova Scotia,Industrial
2033-12-31,8.790613637644052,Nova Scotia,Industrial
2034-12-31,8.821788657855988,Nova Scotia,Industrial
2035-12-31,8.838681187337636,Nova Scotia,Industrial
2036-12-31,8.846585984164475,Nova Scotia,Industrial
2037-12-31,8.848820189219714,Nova Scotia,Industrial
2038-12-31,8.847523475188016,Nova Scotia,Industrial
2039-12-31,8.844634700989722,Nova Scotia,Industrial
2040-12-31,8.84123518189788,Nova Scotia,Industrial
2041-12-31,8.837934111517667,Nova Scotia,Industrial
2042-12-31,8.835068970412015,Nova Scotia,Industrial
2043-12-31,8.83277845107317,Nova Scotia,Industrial
2044-12-31,8.831051614755392,Nova Scotia,Industrial
2045-12-31,8.829824584585428,Nova Scotia,Industrial
2046-12-31,8.829006204348802,Nova Scotia,Industrial
2047-12-31,8.828500051027536,Nova Scotia,Industrial
2048-12-31,8.828217939424515,Nova Scotia,Industrial
2049-12-31,8.828087349706887,Nova Scotia,Industrial
2050-12-31,8.828053588145972,Nova Scotia,Industrial
2051-12-31,8.82807303480506,Nova Scotia,Industrial
2024-12-31,20.413809932279587,Nova Scotia,Residential
2025-12-31,20.35070134868622,Nova Scotia,Residential
2026-12-31,20.34500009253025,Nova Scotia,Residential
2027-12-31,20.38523537957668,Nova Scotia,Residential
2028-12-31,20.71703527393341,Nova Scotia,Residential
2029-12-31,20.972509911203385,Nova Scotia,Residential
2030-12-31,21.1343149194479,Nova Scotia,Residential
2031-12-31,21.303901825761795,Nova Scotia,Residential
2032-12-31,21.4758231913805,Nova Scotia,Residential
2033-12-31,21.646091165184973,Nova Scotia,Residential
2034-12-31,21.80256931169033,Nova Scotia,Residential
2035-12-31,21.949198132133482,Nova Scotia,Residential
2036-12-31,22.089873530769346,Nova Scotia,Residential
2037-12-31,22.224022904372216,Nova Scotia,Residential
2038-12-31,22.35146951675415,Nova Scotia,Residential
2039-12-31,22.47228769621849,Nova Scotia,Residential
2040-12-31,22.5870335285902,Nova Scotia,Residential
2041-12-31,22.696072048425673,Nova Scotia,Residential
2042-12-31,22.799625690054892,Nova Scotia,Residential
2043-12-31,22.89793725926876,Nova Scotia,Residential
2044-12-31,22.991256719398496,Nova Scotia,Residential
2045-12-31,23.07984614653587,Nova Scotia,Residential
2046-12-31,23.163933480811117,Nova Scotia,Residential
2047-12-31,23.24372463915348,Nova Scotia,Residential
2048-12-31,23.31944866285324,Nova Scotia,Residential
2049-12-31,23.391301007819173,Nova Scotia,Residential
2050-12-31,23.459475478219986,Nova Scotia,Residential
2051-12-31,23.524145506763457,Nova Scotia,Residential
2024-12-31,0.4534162311077118,Nunavut,Commercial
2025-12-31,0.4425754220724106,Nunavut,Commercial
2026-12-31,0.43427988691329955,Nunavut,Commercial
2027-12-31,0.42844858622550963,Nunavut,Commercial
2028-12-31,0.4238871749162674,Nunavut,Commercial
2029-12-31,0.41932486588954926,Nunavut,Commercial
2030-12-31,0.41511533262729644,Nunavut,Commercial
2031-12-31,0.41138833611011505,Nunavut,Commercial
2032-12-31,0.40804325037002565,Nunavut,Commercial
2033-12-31,0.40502264869213106,Nunavut,Commercial
2034-12-31,0.40229687919616697,Nunavut,Commercial
2035-12-31,0.39984222037792205,Nunavut,Commercial
2036-12-31,0.3976313326597214,Nunavut,Commercial
2037-12-31,0.3956392703771591,Nunavut,Commercial
2038-12-31,0.39384465153217313,Nunavut,Commercial
2039-12-31,0.39222805278301237,Nunavut,Commercial
2040-12-31,0.3907717102050781,Nunavut,Commercial
2041-12-31,0.3894600633621216,Nunavut,Commercial
2042-12-31,0.38827842233181,Nunavut,Commercial
2043-12-31,0.3872142190694809,Nunavut,Commercial
2044-12-31,0.3862556472301483,Nunavut,Commercial
2045-12-31,0.3853922334432602,Nunavut,Commercial
2046-12-31,0.38461448366642,Nunavut,Commercial
2047-12-31,0.3839141280174255,Nunavut,Commercial
2048-12-31,0.3832832502603531,Nunavut,Commercial
2049-12-31,0.38271529433727264,Nunavut,Commercial
2050-12-31,0.3822035953760147,Nunavut,Commercial
2051-12-31,0.38174276707172394,Nunavut,Commercial
2024-12-31,0.3443731682002545,Nunavut,Industrial
2025-12-31,0.34253585439026357,Nunavut,Industrial
2026-12-31,0.34358216869533065,Nunavut,Industrial
2027-12-31,0.34732156955301763,Nunavut,Industrial
2028-12-31,0.3526235945105553,Nunavut,Industrial
2029-12-31,0.357054457461834,Nunavut,Industrial
2030-12-31,0.3608795886218548,Nunavut,Industrial
2031-12-31,0.36465758367776874,Nunavut,Industrial
2032-12-31,0.3682938764691353,Nunavut,Industrial
2033-12-31,0.37174876615405084,Nunavut,Industrial
2034-12-31,0.375025278711319,Nunavut,Industrial
2035-12-31,0.37814231353998184,Nunavut,Industrial
2036-12-31,0.3811089485764504,Nunavut,Industrial
2037-12-31,0.3839300080955029,Nunavut,Industrial
2038-12-31,0.38661206279397015,Nunavut,Industrial
2039-12-31,0.38916180440783504,Nunavut,Industrial
2040-12-31,0.39158549239039425,Nunavut,Industrial
2041-12-31,0.3938890922427178,Nunavut,Industrial
2042-12-31,0.39607836197018625,Nunavut,Industrial
2043-12-31,0.3981583852171898,Nunavut,Industrial
2044-12-31,0.40013491998910905,Nunavut,Industrial
2045-12-31,0.40201249660849575,Nunavut,Industrial
2046-12-31,0.403796008515358,Nunavut,Industrial
2047-12-31,0.40549003790616994,Nunavut,Industrial
2048-12-31,0.4070988903164864,Nunavut,Industrial
2049-12-31,0.4086267675340176,Nunavut,Industrial
2050-12-31,0.4100776638507843,Nunavut,Industrial
2051-12-31,0.41145534877181056,Nunavut,Industrial
2024-12-31,0.281134695148468,Nunavut,Residential
2025-12-31,0.27991999921798705,Nunavut,Residential
2026-12-31,0.27927759227752685,Nunavut,Residential
2027-12-31,0.2791643587112427,Nunavut,Residential
2028-12-31,0.28213880906105043,Nunavut,Residential
2029-12-31,0.28448097047805787,Nunavut,Residential
2030-12-31,0.2858735104560852,Nunavut,Residential
2031-12-31,0.28730722270011905,Nunavut,Residential
2032-12-31,0.2887394636631012,Nunavut,Residential
2033-12-31,0.2901366063117981,Nunavut,Residential
2034-12-31,0.29141264758110047,Nunavut,Residential
2035-12-31,0.29259423575401305,Nunavut,Residential
2036-12-31,0.29371070990562437,Nunavut,Residential
2037-12-31,0.29476112589836123,Nunavut,Residential
2038-12-31,0.29574663243293764,Nunavut,Residential
2039-12-31,0.29666988096237185,Nunavut,Residential
2040-12-31,0.29753588328361513,Nunavut,Residential
2041-12-31,0.298348455286026,Nunavut,Residential
2042-12-31,0.29911073622703555,Nunavut,Residential
2043-12-31,0.2998256371974945,Nunavut,Residential
2044-12-31,0.3004961479663849,Nunavut,Residential
2045-12-31,0.3011250458717346,Nunavut,Residential
2046-12-31,0.3017148564815521,Nunavut,Residential
2047-12-31,0.30226797947883605,Nunavut,Residential
2048-12-31,0.30278671226501463,Nunavut,Residential
2049-12-31,0.30327315554618833,Nunavut,Residential
2050-12-31,0.303729292011261,Nunavut,Residential
2051-12-31,0.30415703353881834,Nunavut,Residential
2024-12-31,255.79830764410494,Ontario,Commercial
2025-12-31,252.3926103921413,Ontario,Commercial
2026-12-31,248.85371232929228,Ontario,Commercial
2027-12-31,245.19008492498395,Ontario,Commercial
2028-12-31,251.70085884413717,Ontario,Commercial
2029-12-31,257.44061801707744,Ontario,Commercial
2030-12-31,258.78985773870943,Ontario,Commercial
2031-12-31,260.5310833425045,Ontario,Commercial
2032-12-31,262.6618188944101,Ontario,Commercial
2033-12-31,265.17676833817956,Ontario,Commercial
2034-12-31,267.2802908211946,Ontario,Commercial
2035-12-31,269.02954378068443,Ontario,Commercial
2036-12-31,270.75948889570236,Ontario,Commercial
2037-12-31,272.4337643544912,Ontario,Commercial
2038-12-31,274.017063115406,Ontario,Commercial
2039-12-31,275.4751662154436,Ontario,Commercial
2040-12-31,276.83574194006917,Ontario,Commercial
2041-12-31,278.12217287724013,Ontario,Commercial
2042-12-31,279.3320941213369,Ontario,Commercial
2043-12-31,280.46608302021025,Ontario,Commercial
2044-12-31,281.528269831562,Ontario,Commercial
2045-12-31,282.5246945021391,Ontario,Commercial
2046-12-31,283.4603422085762,Ontario,Commercial
2047-12-31,284.3379997645378,Ontario,Commercial
2048-12-31,285.16093140594955,Ontario,Commercial
2049-12-31,285.932823276782,Ontario,Commercial
2050-12-31,286.65670645325184,Ontario,Commercial
2051-12-31,287.3356897314787,Ontario,Commercial
2024-12-31,124.15979584407808,Ontario,Industrial
2025-12-31,107.68778474771977,Ontario,Industrial
2026-12-31,102.9041214364946,Ontario,Industrial
2027-12-31,111.62328949405553,Ontario,Industrial
2028-12-31,117.12076565174462,Ontario,Industrial
2029-12-31,127.12247107750774,Ontario,Industrial
2030-12-31,138.2131918781698,Ontario,Industrial
2031-12-31,148.70118799646497,Ontario,Industrial
2032-12-31,157.8243812898159,Ontario,Industrial
2033-12-31,165.81535616321565,Ontario,Industrial
2034-12-31,171.99867318404318,Ontario,Industrial
2035-12-31,176.4690396479726,Ontario,Industrial
2036-12-31,179.39475047923327,Ontario,Industrial
2037-12-31,180.98534742492438,Ontario,Industrial
2038-12-31,181.47278127787115,Ontario,Industrial
2039-12-31,181.15640941767694,Ontario,Industrial
2040-12-31,180.29231306979656,Ontario,Industrial
2041-12-31,179.10887618932725,Ontario,Industrial
2042-12-31,177.79674957597257,Ontario,Industrial
2043-12-31,176.50259893859626,Ontario,Industrial
2044-12-31,175.3266679253459,Ontario,Industrial
2045-12-31,174.3314625981212,Ontario,Industrial
2046-12-31,173.5462620422721,Ontario,Industrial
2047-12-31,172.97433401286008,Ontario,Industrial
2048-12-31,172.60038541619778,Ontario,Industrial
2049-12-31,172.39746115002634,Ontario,Industrial
2050-12-31,172.33232980694177,Ontario,Industrial
2051-12-31,172.37012277886868,Ontario,Industrial
2024-12-31,185.37775643036366,Ontario,Residential
2025-12-31,182.78120828046798,Ontario,Residential
2026-12-31,183.0583674147844,Ontario,Residential
2027-12-31,185.93697955822944,Ontario,Residential
2028-12-31,187.05286962137222,Ontario,Residential
2029-12-31,188.08418462688923,Ontario,Residential
2030-12-31,189.21093521447182,Ontario,Residential
2031-12-31,190.16718841519355,Ontario,Residential
2032-12-31,190.96380475349426,Ontario,Residential
2033-12-31,191.68966462683676,Ontario,Residential
2034-12-31,192.3286831274748,Ontario,Residential
2035-12-31,192.88701356437207,Ontario,Residential
2036-12-31,193.37890275833607,Ontario,Residential
2037-12-31,193.81252986683845,Ontario,Residential
2038-12-31,194.19364632320404,Ontario,Residential
2039-12-31,194.52891931016444,Ontario,Residential
2040-12-31,194.82393226385116,Ontario,Residential
2041-12-31,195.08351098599434,Ontario,Residential
2042-12-31,195.31185540642738,Ontario,Residential
2043-12-31,195.51273722684383,Ontario,Residential
2044-12-31,195.68945709798336,Ontario,Residential
2045-12-31,195.8448973246336,Ontario,Residential
2046-12-31,195.9816470400095,Ontario,Residential
2047-12-31,196.1019527948141,Ontario,Residential
2048-12-31,196.20776467411517,Ontario,Residential
2049-12-31,196.3008581776619,Ontario,Residential
2050-12-31,196.38275516238213,Ontario,Residential
2051-12-31,196.45478972363472,Ontario,Residential
2024-12-31,3.573615518456698,Prince Edward Island,Commercial
2025-12-31,3.527465384119749,Prince Edward Island,Commercial
2026-12-31,3.4849270410060886,Prince Edward Island,Commercial
2027-12-31,3.442640311378241,Prince Edward Island,Commercial
2028-12-31,3.5436751624882223,Prince Edward Island,Commercial
2029-12-31,3.629271729004383,Prince Edward Island,Commercial
2030-12-31,3.6454615563690664,Prince Edward Island,Commercial
2031-12-31,3.6703295757293706,Prince Edward Island,Commercial
2032-12-31,3.702704613697529,Prince Edward Island,Commercial
2033-12-31,3.7421094950258733,Prince Edward Island,Commercial
2034-12-31,3.7734081680953504,Prince Edward Island,Commercial
2035-12-31,3.798229525190592,Prince Edward Island,Commercial
2036-12-31,3.823688819754124,Prince Edward Island,Commercial
2037-12-31,3.848660386472941,Prince Edward Island,Commercial
2038-12-31,3.8722177403032783,Prince Edward Island,Commercial
2039-12-31,3.893515189522505,Prince Edward Island,Commercial
2040-12-31,3.9132961975693705,Prince Edward Island,Commercial
2041-12-31,3.9321179085910325,Prince Edward Island,Commercial
2042-12-31,3.9498038963556295,Prince Edward Island,Commercial
2043-12-31,3.966310961169005,Prince Edward Island,Commercial
2044-12-31,3.981697142314911,Prince Edward Island,Commercial
2045-12-31,3.9961108356893065,Prince Edward Island,Commercial
2046-12-31,4.009631020885706,Prince Edward Island,Commercial
2047-12-31,4.022279792404175,Prince Edward Island,Commercial
2048-12-31,4.034110902535915,Prince Edward Island,Commercial
2049-12-31,4.045179422646761,Prince Edward Island,Commercial
2050-12-31,4.0555389401435855,Prince Edward Island,Commercial
2051-12-31,4.065235127985478,Prince Edward Island,Commercial
2024-12-31,3.4616166362285608,Prince Edward Island,Industrial
2025-12-31,3.433196782922744,Prince Edward Island,Industrial
2026-12-31,3.4081895226001735,Prince Edward Island,Industrial
2027-12-31,3.3871317668199534,Prince Edward Island,Industrial
2028-12-31,3.4637685040712354,Prince Edward Island,Industrial
2029-12-31,3.532218587338924,Prince Edward Island,Industrial
2030-12-31,3.5649210682988164,Prince Edward Island,Industrial
2031-12-31,3.5993689915537828,Prince Edward Island,Industrial
2032-12-31,3.6350402211666104,Prince Edward Island,Industrial
2033-12-31,3.671405137443542,Prince Edward Island,Industrial
2034-12-31,3.7044488009452814,Prince Edward Island,Industrial
2035-12-31,3.734642880225181,Prince Edward Island,Industrial
2036-12-31,3.7634666644930834,Prince Edward Island,Industrial
2037-12-31,3.790824208152294,Prince Edward Island,Industrial
2038-12-31,3.8166573681712146,Prince Edward Island,Industrial
2039-12-31,3.8409411986947055,Prince Edward Island,Industrial
2040-12-31,3.8638201937913887,Prince Edward Island,Industrial
2041-12-31,3.8854146692395206,Prince Edward Island,Industrial
2042-12-31,3.905778354573249,Prince Edward Island,Industrial
2043-12-31,3.924977644145488,Prince Edward Island,Industrial
2044-12-31,3.9430722161173817,Prince Edward Island,Industrial
2045-12-31,3.9601296161890023,Prince Edward Island,Industrial
2046-12-31,3.9762125927805894,Prince Edward Island,Industrial
2047-12-31,3.9913712294936174,Prince Edward Island,Industrial
2048-12-31,4.005656761276722,Prince Edward Island,Industrial
2049-12-31,4.0191231095552435,Prince Edward Island,Industrial
2050-12-31,4.031815944433212,Prince Edward Island,Industrial
2051-12-31,4.0437772900819775,Prince Edward Island,Industrial
2024-12-31,1.3117814781188968,Prince Edward Island,Residential
2025-12-31,1.293959576249123,Prince Edward Island,Residential
2026-12-31,1.276200750565529,Prince Edward Island,Residential
2027-12-31,1.2583156385898593,Prince Edward Island,Residential
2028-12-31,1.2961280712485317,Prince Edward Island,Residential
2029-12-31,1.3284935873031618,Prince Edward Island,Residential
2030-12-31,1.338410074424744,Prince Edward Island,Residential
2031-12-31,1.3502725489377978,Prince Edward Island,Residential
2032-12-31,1.3639329625964167,Prince Edward Island,Residential
2033-12-31,1.3792676405429842,Prince Edward Island,Residential
2034-12-31,1.39244855465889,Prince Edward Island,Residential
2035-12-31,1.4038625320434572,Prince Edward Island,Residential
2036-12-31,1.415020990610123,Prince Edward Island,Residential
2037-12-31,1.4257545219182972,Prince Edward Island,Residential
2038-12-31,1.4359130689263346,Prince Edward Island,Residential
2039-12-31,1.4453656581521037,Prince Edward Island,Residential
2040-12-31,1.4542396472454073,Prince Edward Island,Residential
2041-12-31,1.4626370160698894,Prince Edward Island,Residential
2042-12-31,1.470556157588959,Prince Edward Island,Residential
2043-12-31,1.478010062015057,Prince Edward Island,Residential
2044-12-31,1.485021294820309,Prince Edward Island,Residential
2045-12-31,1.4916234028935436,Prince Edward Island,Residential
2046-12-31,1.4978427684187892,Prince Edward Island,Residential
2047-12-31,1.503697403597832,Prince Edward Island,Residential
2048-12-31,1.5092081999063496,Prince Edward Island,Residential
2049-12-31,1.5143952453017238,Prince Edward Island,Residential
2050-12-31,1.5192782259821895,Prince Edward Island,Residential
2051-12-31,1.523874685430527,Prince Edward Island,Residential
2024-12-31,161.88777959949374,Quebec,Commercial
2025-12-31,161.1145348957658,Quebec,Commercial
2026-12-31,160.47754082228542,Quebec,Commercial
2027-12-31,159.97900340198876,Quebec,Commercial
2028-12-31,161.9132181727767,Quebec,Commercial
2029-12-31,163.4484477540076,Quebec,Commercial
2030-12-31,164.1947013512552,Quebec,Commercial
2031-12-31,165.00205821934344,Quebec,Commercial
2032-12-31,165.85331375569703,Quebec,Commercial
2033-12-31,166.73220596718193,Quebec,Commercial
2034-12-31,167.5281723110974,Quebec,Commercial
2035-12-31,168.2622987230122,Quebec,Commercial
2036-12-31,168.9702895059228,Quebec,Commercial
2037-12-31,169.64809698399307,Quebec,Commercial
2038-12-31,170.29317848805786,Quebec,Commercial
2039-12-31,170.90404485362174,Quebec,Commercial
2040-12-31,171.48431205723884,Quebec,Commercial
2041-12-31,172.03638018849495,Quebec,Commercial
2042-12-31,172.56118789628746,Quebec,Commercial
2043-12-31,173.05980056691766,Quebec,Commercial
2044-12-31,173.5334538900733,Quebec,Commercial
2045-12-31,173.98348652958276,Quebec,Commercial
2046-12-31,174.4109995166421,Quebec,Commercial
2047-12-31,174.8170938824475,Quebec,Commercial
2048-12-31,175.20286669765116,Quebec,Commercial
2049-12-31,175.56918532136083,Quebec,Commercial
2050-12-31,175.91715078477264,Quebec,Commercial
2051-12-31,176.247578959924,Quebec,Commercial
2024-12-31,345.8735041941404,Quebec,Industrial
2025-12-31,343.3992720553279,Quebec,Industrial
2026-12-31,346.1044517857522,Quebec,Industrial
2027-12-31,353.61556437573734,Quebec,Industrial
2028-12-31,357.9298284857601,Quebec,Industrial
2029-12-31,362.1482507896632,Quebec,Industrial
2030-12-31,366.6609279914439,Quebec,Industrial
2031-12-31,370.80262191592453,Quebec,Industrial
2032-12-31,374.5879896631122,Quebec,Industrial
2033-12-31,378.2277619716525,Quebec,Industrial
2034-12-31,381.65147110387085,Quebec,Industrial
2035-12-31,384.858937101835,Quebec,Industrial
2036-12-31,387.88003298229575,Quebec,Industrial
2037-12-31,390.72503529033065,Quebec,Industrial
2038-12-31,393.3992291062653,Quebec,Industrial
2039-12-31,395.91447271068694,Quebec,Industrial
2040-12-31,398.2804175316453,Quebec,Industrial
2041-12-31,400.5052563907921,Quebec,Industrial
2042-12-31,402.597172638309,Quebec,Industrial
2043-12-31,404.56416019497516,Quebec,Industrial
2044-12-31,406.4134552639604,Quebec,Industrial
2045-12-31,408.1521330334425,Quebec,Industrial
2046-12-31,409.78654885987044,Quebec,Industrial
2047-12-31,411.3229160276413,Quebec,Industrial
2048-12-31,412.76704054793714,Quebec,Industrial
2049-12-31,414.12443481636643,Quebec,Industrial
2050-12-31,415.40024184120296,Quebec,Industrial
2051-12-31,416.59915000015496,Quebec,Industrial
2024-12-31,277.75682356491086,Quebec,Residential
2025-12-31,274.75860457153317,Quebec,Residential
2026-12-31,272.0079816753387,Quebec,Residential
2027-12-31,269.3891896881103,Quebec,Residential
2028-12-31,271.4478053726196,Quebec,Residential
2029-12-31,272.0682181900024,Quebec,Residential
2030-12-31,271.41177249946594,Quebec,Residential
2031-12-31,271.0617624015808,Quebec,Residential
2032-12-31,270.96744089012145,Quebec,Residential
2033-12-31,271.1015376960754,Quebec,Residential
2034-12-31,271.03377658615113,Quebec,Residential
2035-12-31,270.9081641162872,Quebec,Residential
2036-12-31,270.8424871772766,Quebec,Residential
2037-12-31,270.8054377738953,Quebec,Residential
2038-12-31,270.77304510116574,Quebec,Residential
2039-12-31,270.72536472244263,Quebec,Residential
2040-12-31,270.682006016922,Quebec,Residential
2041-12-31,270.6481765724182,Quebec,Residential
2042-12-31,270.6181860912323,Quebec,Residential
2043-12-31,270.5897516395569,Quebec,Residential
2044-12-31,270.5626119861603,Quebec,Residential
2045-12-31,270.538448097229,Quebec,Residential
2046-12-31,270.5168738048553,Quebec,Residential
2047-12-31,270.4970997364044,Quebec,Residential
2048-12-31,270.47892712898255,Quebec,Residential
2049-12-31,270.46240709304806,Quebec,Residential
2050-12-31,270.4473692604065,Quebec,Residential
2051-12-31,270.4337170890808,Quebec,Residential
2024-12-31,32.02023013238907,Saskatchewan,Commercial
2025-12-31,31.769542647993564,Saskatchewan,Commercial
2026-12-31,31.565268021714687,Saskatchewan,Commercial
2027-12-31,31.3956898506403,Saskatchewan,Commercial
2028-12-31,32.05195558416843,Saskatchewan,Commercial
2029-12-31,32.5902447850585,Saskatchewan,Commercial
2030-12-31,32.77184903019667,Saskatchewan,Commercial
2031-12-31,32.99518529558182,Saskatchewan,Commercial
2032-12-31,33.25213978823423,Saskatchewan,Commercial
2033-12-31,33.53655383369923,Saskatchewan,Commercial
2034-12-31,33.77968963446617,Saskatchewan,Commercial
2035-12-31,33.99180619720221,Saskatchewan,Commercial
2036-12-31,34.20163957395554,Saskatchewan,Commercial
2037-12-31,34.404719462358955,Saskatchewan,Commercial
2038-12-31,34.59754136611224,Saskatchewan,Commercial
2039-12-31,34.77734481729269,Saskatchewan,Commercial
2040-12-31,34.94704767444134,Saskatchewan,Commercial
2041-12-31,35.10864491474629,Saskatchewan,Commercial
2042-12-31,35.261775766205794,Saskatchewan,Commercial
2043-12-31,35.40653732043505,Saskatchewan,Commercial
2044-12-31,35.54331283380986,Saskatchewan,Commercial
2045-12-31,35.672769683432584,Saskatchewan,Commercial
2046-12-31,35.79532280820609,Saskatchewan,Commercial
2047-12-31,35.911247130703934,Saskatchewan,Commercial
2048-12-31,36.020872762417795,Saskatchewan,Commercial
2049-12-31,36.12456251938344,Saskatchewan,Commercial
2050-12-31,36.222637314939504,Saskatchewan,Commercial
2051-12-31,36.31539148998261,Saskatchewan,Commercial
2024-12-31,58.743763314074286,Saskatchewan,Industrial
2025-12-31,58.06634555823207,Saskatchewan,Industrial
2026-12-31,57.555505939072376,Saskatchewan,Industrial
2027-12-31,57.20627277579308,Saskatchewan,Industrial
2028-12-31,58.82219968599678,Saskatchewan,Industrial
2029-12-31,60.151124598437555,Saskatchewan,Industrial
2030-12-31,60.607947640585905,Saskatchewan,Industrial
2031-12-31,61.15693225322963,Saskatchewan,Industrial
2032-12-31,61.772228495830305,Saskatchewan,Industrial
2033-12-31,62.43142297680379,Saskatchewan,Industrial
2034-12-31,62.990143311637645,Saskatchewan,Industrial
